"filename", "language", "Java", "Markdown", "XML", "Shell Script", "comment", "blank", "total"
"/home/robert/Java-Catan/src/main/java/com/catan/model/CatanGame.java", "Java", 246, 0, 0, 0, 16, 52, 314
"/home/robert/Java-Catan/src/main/java/com/catan/model/EdgeCoordinate$Point2D.class", "Java", 6, 0, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/src/main/java/com/catan/model/EdgeCoordinate.class", "Java", 35, 0, 0, 0, 0, 0, 35
"/home/robert/Java-Catan/src/main/java/com/catan/model/EdgeCoordinate.java", "Java", 88, 0, 0, 0, 29, 24, 141
"/home/robert/Java-Catan/src/main/java/com/catan/model/EnhancedHexGameBoard.class", "Java", 138, 0, 0, 0, 0, 0, 138
"/home/robert/Java-Catan/src/main/java/com/catan/model/EnhancedHexGameBoard.java", "Java", 335, 0, 0, 0, 61, 83, 479
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameBoard.class", "Java", 111, 0, 0, 0, 0, 0, 111
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameBoard.java", "Java", 306, 0, 0, 0, 26, 56, 388
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameConstants.java", "Java", 53, 0, 0, 0, 26, 14, 93
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexCoordinate$Point2D.class", "Java", 6, 0, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexCoordinate.class", "Java", 37, 0, 0, 0, 0, 0, 37
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexCoordinate.java", "Java", 85, 0, 0, 0, 26, 20, 131
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexGameBoard.class", "Java", 97, 0, 0, 0, 0, 0, 97
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexGameBoard.java", "Java", 192, 0, 0, 0, 30, 53, 275
"/home/robert/Java-Catan/src/main/java/com/catan/model/Player.class", "Java", 30, 0, 0, 0, 2, 0, 32
"/home/robert/Java-Catan/src/main/java/com/catan/model/Player.java", "Java", 129, 0, 0, 0, 6, 30, 165
"/home/robert/Java-Catan/src/main/java/com/catan/model/PlayerColor.class", "Java", 17, 0, 0, 0, 0, 0, 17
"/home/robert/Java-Catan/src/main/java/com/catan/model/PlayerColor.java", "Java", 19, 0, 0, 0, 3, 6, 28
"/home/robert/Java-Catan/src/main/java/com/catan/model/ResourceType.class", "Java", 17, 0, 0, 0, 0, 0, 17
"/home/robert/Java-Catan/src/main/java/com/catan/model/ResourceType.java", "Java", 20, 0, 0, 0, 4, 6, 30
"/home/robert/Java-Catan/src/main/java/com/catan/model/Road.class", "Java", 23, 0, 0, 0, 0, 0, 23
"/home/robert/Java-Catan/src/main/java/com/catan/model/Road.java", "Java", 64, 0, 0, 0, 6, 15, 85
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainTile.class", "Java", 18, 0, 0, 0, 0, 0, 18
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainTile.java", "Java", 52, 0, 0, 0, 4, 14, 70
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainType.class", "Java", 21, 0, 0, 0, 0, 0, 21
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainType.java", "Java", 29, 0, 0, 0, 4, 8, 41
"/home/robert/Java-Catan/src/main/java/com/catan/model/VertexCoordinate.class", "Java", 49, 0, 0, 0, 0, 0, 49
"/home/robert/Java-Catan/src/main/java/com/catan/model/VertexCoordinate.java", "Java", 106, 0, 0, 0, 22, 23, 151
"/home/robert/Java-Catan/src/main/java/com/catan/view/UIComponents.java", "Java", 266, 0, 0, 0, 82, 62, 410
"/home/robert/Java-Catan/src/main/resources/main-view.fxml", "XML", 0, 0, 97, 0, 0, 3, 100
"/home/robert/Java-Catan/src/test/java/com/catan/model/CatanGameTest.java", "Java", 93, 0, 0, 0, 18, 29, 140
"/home/robert/Java-Catan/src/test/java/com/catan/model/EdgeCoordinateTest.java", "Java", 62, 0, 0, 0, 8, 16, 86
"/home/robert/Java-Catan/src/test/java/com/catan/model/EnhancedHexGameBoardTest.java", "Java", 128, 0, 0, 0, 24, 40, 192
"/home/robert/Java-Catan/src/test/java/com/catan/model/HexGameBoardTest.java", "Java", 103, 0, 0, 0, 28, 35, 166
"/home/robert/Java-Catan/src/test/java/com/catan/model/PlayerTest.java", "Java", 100, 0, 0, 0, 19, 32, 151
"/home/robert/Java-Catan/src/test/java/com/catan/model/VertexCoordinateTest.java", "Java", 63, 0, 0, 0, 9, 17, 89
"/home/robert/Java-Catan/start-catan.sh", "Shell Script", 0, 0, 0, 19, 8, 7, 34
"/home/robert/Java-Catan/target/classes/com/catan/CatanApplication.class", "Java", 21, 0, 0, 0, 0, 0, 21
"/home/robert/Java-Catan/target/classes/com/catan/controller/MainController.class", "Java", 476, 0, 0, 0, 0, 5, 481
"/home/robert/Java-Catan/target/classes/com/catan/demo/AuthenticCatanLayoutDemo.class", "Java", 71, 0, 0, 0, 0, 1, 72
"/home/robert/Java-Catan/target/classes/com/catan/demo/CorrectEdgeGenerator.class", "Java", 56, 0, 0, 0, 0, 1, 57
"/home/robert/Java-Catan/target/classes/com/catan/demo/DeduplicationTest.class", "Java", 20, 0, 0, 0, 0, 1, 21
"/home/robert/Java-Catan/target/classes/com/catan/demo/EdgeCountAnalysis.class", "Java", 66, 0, 0, 0, 0, 0, 66
"/home/robert/Java-Catan/target/classes/com/catan/demo/EdgeMathTest.class", "Java", 56, 0, 0, 0, 0, 0, 56
"/home/robert/Java-Catan/target/classes/com/catan/demo/EnhancedBoardDemo.class", "Java", 78, 0, 0, 0, 0, 1, 79
"/home/robert/Java-Catan/target/classes/com/catan/demo/HexPositionDebug.class", "Java", 54, 0, 0, 0, 0, 3, 57
"/home/robert/Java-Catan/target/classes/com/catan/demo/RealDuplicateAnalysis.class", "Java", 24, 0, 0, 0, 0, 0, 24
"/home/robert/Java-Catan/target/classes/com/catan/demo/RoadVisibilityTest.class", "Java", 28, 0, 0, 0, 0, 0, 28
"/home/robert/Java-Catan/target/classes/com/catan/demo/SimpleEdgeTest.class", "Java", 45, 0, 0, 0, 0, 0, 45
"/home/robert/Java-Catan/target/classes/com/catan/demo/SimpleLayoutDemo.class", "Java", 32, 0, 0, 0, 0, 1, 33
"/home/robert/Java-Catan/target/classes/com/catan/demo/SymmetryTest.class", "Java", 35, 0, 0, 0, 0, 3, 38
"/home/robert/Java-Catan/target/classes/com/catan/demo/VertexCoordinateTest.class", "Java", 39, 0, 0, 0, 0, 0, 39
"/home/robert/Java-Catan/target/classes/com/catan/demo/VertexDebugger.class", "Java", 38, 0, 0, 0, 0, 0, 38
"/home/robert/Java-Catan/target/classes/com/catan/model/Building$Type.class", "Java", 20, 0, 0, 0, 0, 0, 20
"/home/robert/Java-Catan/target/classes/com/catan/model/Building.class", "Java", 21, 0, 0, 0, 0, 0, 21
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGame$GamePhase.class", "Java", 15, 0, 0, 0, 0, 0, 15
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGame.class", "Java", 106, 0, 0, 0, 0, 0, 106
"/home/robert/Java-Catan/target/classes/com/catan/model/EdgeCoordinate$Point2D.class", "Java", 6, 0, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/target/classes/com/catan/model/EdgeCoordinate.class", "Java", 32, 0, 0, 0, 0, 0, 32
"/home/robert/Java-Catan/target/classes/com/catan/model/EnhancedHexGameBoard.class", "Java", 97, 0, 0, 0, 41, 1, 139
"/home/robert/Java-Catan/target/classes/com/catan/model/GameBoard.class", "Java", 105, 0, 0, 0, 12, 0, 117
"/home/robert/Java-Catan/target/classes/com/catan/model/GameConstants.class", "Java", 30, 0, 0, 0, 0, 0, 30
"/home/robert/Java-Catan/target/classes/com/catan/model/HexCoordinate$Point2D.class", "Java", 6, 0, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/target/classes/com/catan/model/HexCoordinate.class", "Java", 28, 0, 0, 0, 0, 0, 28
"/home/robert/Java-Catan/target/classes/com/catan/model/HexGameBoard.class", "Java", 93, 0, 0, 0, 0, 0, 93
"/home/robert/Java-Catan/target/classes/com/catan/model/Player.class", "Java", 36, 0, 0, 0, 4, 1, 41
"/home/robert/Java-Catan/target/classes/com/catan/model/PlayerColor.class", "Java", 15, 0, 0, 0, 0, 0, 15
"/home/robert/Java-Catan/target/classes/com/catan/model/ResourceType.class", "Java", 16, 0, 0, 0, 0, 0, 16
"/home/robert/Java-Catan/target/classes/com/catan/model/Road.class", "Java", 24, 0, 0, 0, 0, 0, 24
"/home/robert/Java-Catan/target/classes/com/catan/model/TerrainTile.class", "Java", 20, 0, 0, 0, 5, 0, 25
"/home/robert/Java-Catan/target/classes/com/catan/model/TerrainType.class", "Java", 24, 0, 0, 0, 0, 0, 24
"/home/robert/Java-Catan/target/classes/com/catan/model/VertexCoordinate.class", "Java", 27, 0, 0, 0, 0, 0, 27
"/home/robert/Java-Catan/target/classes/com/catan/view/UIComponents.class", "Java", 138, 0, 0, 0, 0, 0, 138
"/home/robert/Java-Catan/target/classes/main-view.fxml", "XML", 0, 0, 97, 0, 0, 3, 100
"/home/robert/Java-Catan/target/test-classes/com/catan/model/CatanGameTest.class", "Java", 65, 0, 0, 0, 0, 0, 65
"/home/robert/Java-Catan/target/test-classes/com/catan/model/EdgeCoordinateTest.class", "Java", 53, 0, 0, 0, 0, 0, 53
"/home/robert/Java-Catan/target/test-classes/com/catan/model/EnhancedHexGameBoardTest.class", "Java", 46, 0, 0, 0, 0, 0, 46
"/home/robert/Java-Catan/target/test-classes/com/catan/model/HexGameBoardTest.class", "Java", 61, 0, 0, 0, 0, 0, 61
"/home/robert/Java-Catan/target/test-classes/com/catan/model/PlayerTest.class", "Java", 48, 0, 0, 0, 0, 0, 48
"/home/robert/Java-Catan/target/test-classes/com/catan/model/VertexCoordinateTest.class", "Java", 54, 0, 0, 0, 0, 0, 54
"Total", "-", 7822, 2628, 265, 19, 883, 1966, 13583
