"filename", "language", "XML", "Java", "Markdown", "Shell Script", "comment", "blank", "total"
"/home/robert/Java-Catan/src/main/java/com/catan/model/EdgeCoordinate$Point2D.class", "Java", 0, 6, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/src/main/java/com/catan/model/EdgeCoordinate.class", "Java", 0, 35, 0, 0, 0, 0, 35
"/home/robert/Java-Catan/src/main/java/com/catan/model/EdgeCoordinate.java", "Java", 0, 88, 0, 0, 29, 24, 141
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameBoard.class", "Java", 0, 92, 0, 0, 0, 0, 92
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameBoard.java", "Java", 0, 260, 0, 0, 49, 58, 367
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameConstants.class", "Java", 0, 69, 0, 0, 0, 0, 69
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameConstants.java", "Java", 0, 53, 0, 0, 26, 14, 93
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexCoordinate$Point2D.class", "Java", 0, 6, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexCoordinate.class", "Java", 0, 37, 0, 0, 0, 0, 37
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexCoordinate.java", "Java", 0, 85, 0, 0, 26, 20, 131
"/home/robert/Java-Catan/src/main/java/com/catan/model/Player.class", "Java", 0, 30, 0, 0, 2, 0, 32
"/home/robert/Java-Catan/src/main/java/com/catan/model/Player.java", "Java", 0, 129, 0, 0, 6, 30, 165
"/home/robert/Java-Catan/src/main/java/com/catan/model/PlayerColor.class", "Java", 0, 17, 0, 0, 0, 0, 17
"/home/robert/Java-Catan/src/main/java/com/catan/model/PlayerColor.java", "Java", 0, 19, 0, 0, 3, 6, 28
"/home/robert/Java-Catan/src/main/java/com/catan/model/ResourceType.class", "Java", 0, 17, 0, 0, 0, 0, 17
"/home/robert/Java-Catan/src/main/java/com/catan/model/ResourceType.java", "Java", 0, 20, 0, 0, 4, 6, 30
"/home/robert/Java-Catan/src/main/java/com/catan/model/Road.class", "Java", 0, 23, 0, 0, 0, 0, 23
"/home/robert/Java-Catan/src/main/java/com/catan/model/Road.java", "Java", 0, 64, 0, 0, 6, 15, 85
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainTile.class", "Java", 0, 18, 0, 0, 0, 0, 18
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainTile.java", "Java", 0, 52, 0, 0, 4, 14, 70
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainType.class", "Java", 0, 21, 0, 0, 0, 0, 21
"/home/robert/Java-Catan/src/main/java/com/catan/model/TerrainType.java", "Java", 0, 29, 0, 0, 4, 8, 41
"/home/robert/Java-Catan/src/main/java/com/catan/model/VertexCoordinate.class", "Java", 0, 49, 0, 0, 0, 0, 49
"/home/robert/Java-Catan/src/main/java/com/catan/model/VertexCoordinate.java", "Java", 0, 106, 0, 0, 22, 23, 151
"/home/robert/Java-Catan/src/main/java/com/catan/view/UIComponents.java", "Java", 0, 266, 0, 0, 82, 62, 410
"/home/robert/Java-Catan/src/main/resources/main-view.fxml", "XML", 97, 0, 0, 0, 0, 3, 100
"/home/robert/Java-Catan/src/test/java/com/catan/model/CatanGameTest.java", "Java", 0, 98, 0, 0, 19, 29, 146
"/home/robert/Java-Catan/src/test/java/com/catan/model/EdgeCoordinateTest.java", "Java", 0, 62, 0, 0, 8, 16, 86
"/home/robert/Java-Catan/src/test/java/com/catan/model/PlayerTest.java", "Java", 0, 100, 0, 0, 19, 32, 151
"/home/robert/Java-Catan/src/test/java/com/catan/model/VertexCoordinateTest.java", "Java", 0, 63, 0, 0, 9, 17, 89
"/home/robert/Java-Catan/start-catan.sh", "Shell Script", 0, 0, 0, 19, 8, 7, 34
"/home/robert/Java-Catan/target/classes/com/catan/CatanApplication.class", "Java", 0, 21, 0, 0, 0, 0, 21
"/home/robert/Java-Catan/target/classes/com/catan/controller/AuthenticBoardController$1.class", "Java", 0, 14, 0, 0, 0, 0, 14
"/home/robert/Java-Catan/target/classes/com/catan/controller/AuthenticBoardController.class", "Java", 0, 184, 0, 0, 0, 2, 186
"/home/robert/Java-Catan/target/classes/com/catan/demo/AuthenticBoardDemo.class", "Java", 0, 33, 0, 0, 0, 0, 33
"/home/robert/Java-Catan/target/classes/com/catan/demo/DeduplicationTest.class", "Java", 0, 31, 0, 0, 0, 0, 31
"/home/robert/Java-Catan/target/classes/com/catan/model/AuthenticCatanBoard.class", "Java", 0, 117, 0, 0, 0, 0, 117
"/home/robert/Java-Catan/target/classes/com/catan/model/Building$Type.class", "Java", 0, 24, 0, 0, 0, 0, 24
"/home/robert/Java-Catan/target/classes/com/catan/model/Building.class", "Java", 0, 17, 0, 0, 0, 0, 17
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGame$GamePhase.class", "Java", 0, 17, 0, 0, 0, 0, 17
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGame.class", "Java", 0, 107, 0, 0, 0, 0, 107
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGeometryCalculator.class", "Java", 0, 76, 0, 0, 0, 0, 76
"/home/robert/Java-Catan/target/classes/com/catan/model/EdgeCoordinate$Point2D.class", "Java", 0, 6, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/target/classes/com/catan/model/EdgeCoordinate.class", "Java", 0, 45, 0, 0, 0, 0, 45
"/home/robert/Java-Catan/target/classes/com/catan/model/GameBoard.class", "Java", 0, 92, 0, 0, 0, 0, 92
"/home/robert/Java-Catan/target/classes/com/catan/model/GameConstants.class", "Java", 0, 69, 0, 0, 0, 0, 69
"/home/robert/Java-Catan/target/classes/com/catan/model/HexCoordinate$Point2D.class", "Java", 0, 6, 0, 0, 0, 0, 6
"/home/robert/Java-Catan/target/classes/com/catan/model/HexCoordinate.class", "Java", 0, 38, 0, 0, 0, 0, 38
"/home/robert/Java-Catan/target/classes/com/catan/model/Player.class", "Java", 0, 30, 0, 0, 2, 0, 32
"/home/robert/Java-Catan/target/classes/com/catan/model/PlayerColor.class", "Java", 0, 18, 0, 0, 0, 0, 18
"/home/robert/Java-Catan/target/classes/com/catan/model/ResourceType.class", "Java", 0, 18, 0, 0, 0, 0, 18
"/home/robert/Java-Catan/target/classes/com/catan/model/Road.class", "Java", 0, 24, 0, 0, 0, 0, 24
"/home/robert/Java-Catan/target/classes/com/catan/model/TerrainTile.class", "Java", 0, 18, 0, 0, 0, 0, 18
"/home/robert/Java-Catan/target/classes/com/catan/model/TerrainType.class", "Java", 0, 23, 0, 0, 0, 0, 23
"/home/robert/Java-Catan/target/classes/com/catan/model/VertexCoordinate.class", "Java", 0, 53, 0, 0, 0, 0, 53
"/home/robert/Java-Catan/target/classes/com/catan/view/UIComponents$1.class", "Java", 0, 13, 0, 0, 0, 0, 13
"/home/robert/Java-Catan/target/classes/com/catan/view/UIComponents.class", "Java", 0, 129, 0, 0, 0, 0, 129
"/home/robert/Java-Catan/target/classes/main-view.fxml", "XML", 97, 0, 0, 0, 0, 3, 100
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.CatanGameTest.xml", "XML", 158, 0, 0, 0, 0, 0, 158
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.EdgeCoordinateTest.xml", "XML", 62, 0, 0, 0, 0, 0, 62
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.PlayerTest.xml", "XML", 62, 0, 0, 0, 0, 0, 62
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.VertexCoordinateTest.xml", "XML", 62, 0, 0, 0, 0, 0, 62
"/home/robert/Java-Catan/target/test-classes/com/catan/model/CatanGameTest.class", "Java", 0, 53, 0, 0, 0, 0, 53
"/home/robert/Java-Catan/target/test-classes/com/catan/model/EdgeCoordinateTest.class", "Java", 0, 40, 0, 0, 0, 0, 40
"/home/robert/Java-Catan/target/test-classes/com/catan/model/PlayerTest.class", "Java", 0, 39, 0, 0, 0, 0, 39
"/home/robert/Java-Catan/target/test-classes/com/catan/model/VertexCoordinateTest.class", "Java", 0, 41, 0, 0, 0, 0, 41
"Total", "-", 609, 4698, 646, 19, 541, 829, 7342
